Gate_ID,Material,Location,Height (ft),Width (ft),Opening_Mechanism,Security_Features,Use_Case,Budget,Climate_Suitability,Parking_Space,Cable_Layout,Storage_Space
6932,Wood,Indoor,6.6,3.4,Automatic,Advanced Lock,Residential,Low,Cold,Yes,Overhead,Large
6933,Wood,Indoor,5.8,12.6,Automatic,Standard Lock,Industrial,Medium,All,No,Underground,Small
6934,Wood,Indoor,5.2,3.6,Sliding,Simple Latch,Industrial,High,All,No,Underground,Small
6935,Glass,Indoor,5.8,4.4,Folding,Reinforced,Commercial,Medium,Cold,Yes,None,Large
6936,Metal,Indoor,7.3,15.0,Swinging,Simple Latch,Industrial,Low,Cold,No,Overhead,Large
6937,Metal,Outdoor,6.2,15.5,Sliding,Simple Latch,Industrial,Medium,All,Yes,Overhead,Medium
6938,Wood,Indoor,6.3,16.8,Automatic,Reinforced,Residential,Low,Hot,No,None,Large
6939,Wood,Outdoor,9.4,11.1,Automatic,Simple Latch,Commercial,High,All,Yes,Underground,None
6940,Wood,Indoor,7.6,17.6,Sliding,Standard Lock,Residential,High,Cold,No,Overhead,Medium
6941,Composite,Indoor,8.6,5.8,Swinging,Reinforced,Commercial,High,All,Yes,None,None
6942,Wood,Outdoor,5.2,7.2,Folding,Reinforced,Residential,High,Humid,Yes,Overhead,Medium
6943,Composite,Outdoor,6.8,5.3,Folding,Simple Latch,Commercial,High,Cold,No,None,None
6944,Metal,Outdoor,7.4,16.6,Swinging,Simple Latch,Industrial,Low,All,No,Overhead,None
6945,Glass,Outdoor,5.9,6.9,Folding,Advanced Lock,Industrial,Medium,Humid,No,Overhead,None
6946,Glass,Outdoor,5.6,5.6,Automatic,Reinforced,Commercial,High,Cold,No,Overhead,None
6947,Glass,Indoor,9.4,13.6,Sliding,Simple Latch,Commercial,Low,Humid,No,Overhead,Large
6948,Glass,Outdoor,9.7,4.3,Swinging,Standard Lock,Commercial,Medium,Hot,No,None,Large
6949,Composite,Outdoor,5.4,3.8,Sliding,Reinforced,Commercial,Medium,Cold,Yes,Overhead,Small
6950,Composite,Indoor,6.7,4.8,Folding,Advanced Lock,Industrial,High,Humid,Yes,Underground,Large
6951,Wood,Indoor,9.8,3.0,Folding,Standard Lock,Commercial,High,Hot,No,Underground,Small
6952,Composite,Outdoor,5.4,14.8,Automatic,Advanced Lock,Industrial,Medium,Humid,Yes,Underground,None
6953,Wood,Outdoor,8.2,12.6,Automatic,Advanced Lock,Industrial,Medium,Cold,Yes,Overhead,Medium
6954,Wood,Outdoor,9.9,6.6,Folding,Standard Lock,Commercial,Low,Cold,Yes,Underground,Medium
6955,Glass,Indoor,9.9,7.0,Folding,Advanced Lock,Industrial,High,Cold,No,Overhead,Large
6956,Composite,Outdoor,7.4,16.8,Automatic,Advanced Lock,Commercial,Medium,Hot,Yes,Overhead,None
6957,Composite,Indoor,5.8,11.5,Automatic,Advanced Lock,Industrial,Medium,All,Yes,None,Small
6958,Wood,Indoor,6.0,14.9,Swinging,Advanced Lock,Commercial,High,Cold,No,Underground,Small
6959,Wood,Indoor,9.4,10.7,Automatic,Advanced Lock,Commercial,Low,Hot,No,None,Small
6960,Metal,Indoor,9.6,7.0,Swinging,Reinforced,Residential,Low,Hot,No,Overhead,Medium
6961,Metal,Outdoor,8.0,19.5,Swinging,Simple Latch,Residential,High,Cold,Yes,Overhead,Small
6962,Wood,Indoor,8.8,12.6,Sliding,Reinforced,Commercial,Low,Cold,No,None,Medium
6963,Metal,Indoor,8.7,5.2,Automatic,Reinforced,Residential,Low,Cold,No,Overhead,None
6964,Metal,Outdoor,8.3,9.9,Swinging,Simple Latch,Industrial,Low,Cold,No,None,Medium
6965,Wood,Indoor,9.1,8.6,Sliding,Simple Latch,Commercial,Medium,All,No,Underground,None
6966,Wood,Outdoor,8.4,6.6,Sliding,Standard Lock,Commercial,Medium,All,Yes,Overhead,Large
6967,Composite,Indoor,7.7,18.9,Automatic,Advanced Lock,Commercial,Low,Humid,Yes,Overhead,Large
6968,Wood,Outdoor,6.2,18.0,Automatic,Simple Latch,Residential,High,All,No,None,Medium
6969,Wood,Indoor,8.7,6.4,Sliding,Standard Lock,Residential,High,Humid,Yes,Overhead,Large
6970,Glass,Indoor,7.4,9.0,Swinging,Standard Lock,Industrial,High,Humid,Yes,Underground,Large
6971,Composite,Outdoor,6.5,16.0,Automatic,Reinforced,Residential,Low,Hot,No,Underground,None
6972,Composite,Indoor,9.0,6.5,Sliding,Standard Lock,Residential,High,All,No,Underground,None
6973,Composite,Indoor,8.5,13.1,Sliding,Advanced Lock,Industrial,Medium,All,No,Overhead,Medium
6974,Glass,Outdoor,9.7,14.9,Swinging,Reinforced,Commercial,High,All,Yes,None,Medium
6975,Wood,Indoor,5.8,14.1,Folding,Simple Latch,Commercial,High,Hot,Yes,Underground,Small
6976,Composite,Indoor,8.2,15.0,Swinging,Reinforced,Industrial,Medium,Humid,Yes,Underground,Small
6977,Composite,Outdoor,6.2,15.0,Sliding,Reinforced,Residential,Medium,All,No,Overhead,Large
6978,Metal,Outdoor,9.5,19.4,Swinging,Advanced Lock,Industrial,Low,Cold,Yes,None,Large
6979,Composite,Outdoor,5.5,8.9,Automatic,Advanced Lock,Industrial,Low,Hot,Yes,None,None
6980,Wood,Outdoor,8.3,17.9,Sliding,Reinforced,Commercial,Low,Hot,Yes,Underground,Medium
6981,Wood,Outdoor,9.0,3.4,Swinging,Simple Latch,Residential,Low,Hot,No,None,Small
6982,Metal,Indoor,6.8,7.9,Swinging,Advanced Lock,Commercial,Low,Hot,No,Underground,Small
6983,Composite,Outdoor,9.8,3.8,Swinging,Reinforced,Commercial,Medium,Humid,Yes,Overhead,Medium
6984,Composite,Indoor,9.3,14.1,Swinging,Advanced Lock,Industrial,Medium,Humid,Yes,Underground,Medium
6985,Composite,Outdoor,6.5,4.7,Sliding,Advanced Lock,Commercial,Medium,All,No,Overhead,Medium
6986,Glass,Indoor,5.0,17.4,Swinging,Standard Lock,Commercial,High,All,Yes,Underground,Small
6987,Composite,Indoor,6.5,14.0,Automatic,Simple Latch,Commercial,High,Hot,No,Overhead,None
6988,Wood,Outdoor,6.4,3.5,Folding,Reinforced,Residential,High,Cold,Yes,Overhead,Medium
6989,Wood,Indoor,9.4,15.2,Folding,Reinforced,Residential,Low,Humid,Yes,None,Large
6990,Glass,Indoor,9.8,17.7,Folding,Standard Lock,Commercial,High,Hot,Yes,Underground,Small
6991,Glass,Outdoor,5.4,14.2,Automatic,Reinforced,Industrial,Low,Humid,Yes,Overhead,None
6992,Composite,Outdoor,7.4,3.5,Folding,Reinforced,Industrial,Low,Hot,Yes,Underground,Medium
6993,Metal,Outdoor,7.7,17.6,Sliding,Standard Lock,Commercial,Low,Cold,No,Overhead,Large
6994,Glass,Outdoor,5.5,15.5,Sliding,Standard Lock,Residential,Low,Hot,Yes,Underground,Small
6995,Glass,Indoor,6.9,9.4,Automatic,Reinforced,Industrial,High,Hot,No,None,Medium
6996,Composite,Indoor,6.6,8.6,Automatic,Standard Lock,Industrial,Medium,Hot,No,Underground,Large
6997,Composite,Indoor,7.7,11.2,Sliding,Advanced Lock,Residential,Low,Cold,No,Underground,Medium
6998,Glass,Indoor,8.3,17.7,Automatic,Advanced Lock,Residential,High,All,Yes,Underground,Large
6999,Metal,Indoor,8.5,7.3,Automatic,Advanced Lock,Industrial,Low,All,Yes,Underground,None
7000,Glass,Indoor,5.7,4.7,Sliding,Advanced Lock,Commercial,Low,All,No,Overhead,Small
7001,Composite,Outdoor,9.1,17.7,Sliding,Standard Lock,Industrial,Medium,Hot,No,None,None
7002,Composite,Indoor,8.4,3.4,Swinging,Simple Latch,Residential,Low,All,No,Overhead,Small
7003,Glass,Indoor,9.4,18.5,Swinging,Simple Latch,Residential,Medium,Hot,No,Underground,Small
7004,Metal,Indoor,7.2,8.2,Folding,Reinforced,Residential,High,Humid,No,Underground,Medium
7005,Glass,Outdoor,9.5,11.6,Automatic,Simple Latch,Residential,Low,Hot,No,Overhead,None
7006,Glass,Outdoor,9.3,5.2,Sliding,Advanced Lock,Commercial,Medium,Humid,No,Underground,Small
7007,Composite,Outdoor,7.2,18.3,Folding,Standard Lock,Industrial,Low,Hot,No,None,Large
7008,Metal,Outdoor,6.9,15.7,Swinging,Advanced Lock,Residential,Low,Cold,No,Underground,Medium
7009,Wood,Indoor,9.7,18.7,Automatic,Advanced Lock,Residential,Low,Cold,No,None,Large
7010,Metal,Indoor,8.6,14.6,Folding,Standard Lock,Residential,Medium,All,Yes,Underground,Large
7011,Glass,Indoor,9.6,6.1,Automatic,Advanced Lock,Industrial,High,Cold,No,None,Large
7012,Glass,Outdoor,9.0,8.2,Folding,Advanced Lock,Residential,Medium,Hot,Yes,Overhead,Medium
7013,Glass,Indoor,8.0,11.3,Automatic,Standard Lock,Industrial,High,Cold,No,Overhead,None
7014,Metal,Indoor,5.6,13.3,Automatic,Standard Lock,Commercial,Medium,Cold,No,Underground,Large
7015,Composite,Indoor,6.5,18.7,Sliding,Reinforced,Residential,Medium,Hot,Yes,Underground,Large
7016,Glass,Outdoor,9.8,9.5,Automatic,Reinforced,Commercial,High,All,Yes,Overhead,Small
7017,Glass,Outdoor,6.6,15.0,Swinging,Advanced Lock,Industrial,High,All,No,None,Medium
7018,Metal,Outdoor,5.5,19.3,Sliding,Reinforced,Commercial,High,All,No,Overhead,None
7019,Wood,Indoor,8.5,5.6,Automatic,Simple Latch,Residential,Medium,Humid,No,Underground,Small
7020,Wood,Indoor,8.7,17.7,Swinging,Simple Latch,Commercial,High,All,No,Overhead,None
7021,Composite,Indoor,6.4,10.2,Swinging,Advanced Lock,Commercial,Low,Hot,Yes,Overhead,Large
7022,Composite,Indoor,6.5,15.5,Folding,Reinforced,Commercial,Low,All,Yes,Underground,Large
7023,Glass,Outdoor,7.3,8.0,Sliding,Advanced Lock,Commercial,Low,Hot,No,Underground,Medium
7024,Metal,Indoor,5.1,8.7,Sliding,Reinforced,Commercial,Low,Humid,No,Underground,Large
7025,Glass,Outdoor,8.9,3.5,Folding,Standard Lock,Industrial,High,Cold,No,Overhead,Medium
7026,Composite,Indoor,6.6,19.5,Folding,Standard Lock,Industrial,High,Hot,No,None,Large
7027,Metal,Outdoor,9.3,16.8,Folding,Standard Lock,Residential,Low,Humid,Yes,Overhead,Large
7028,Metal,Indoor,9.0,4.6,Sliding,Standard Lock,Industrial,High,Humid,No,None,Small
7029,Composite,Indoor,8.3,20.0,Swinging,Advanced Lock,Industrial,Low,Cold,No,None,Large
7030,Wood,Outdoor,6.6,13.3,Swinging,Advanced Lock,Residential,Medium,Hot,Yes,None,None
7031,Wood,Outdoor,7.6,17.5,Automatic,Advanced Lock,Industrial,High,All,No,Underground,None
7032,Metal,Indoor,7.2,4.1,Sliding,Simple Latch,Residential,Medium,Humid,No,Underground,Small
7033,Glass,Indoor,6.7,9.6,Sliding,Standard Lock,Residential,High,All,No,Underground,Small
7034,Wood,Indoor,9.2,14.4,Folding,Standard Lock,Industrial,High,Hot,Yes,None,Large
7035,Glass,Outdoor,7.4,4.8,Sliding,Standard Lock,Commercial,High,Hot,Yes,None,Small
7036,Wood,Indoor,9.2,11.3,Sliding,Reinforced,Residential,Medium,Cold,No,None,Medium
7037,Wood,Outdoor,5.5,10.5,Swinging,Reinforced,Commercial,Medium,All,Yes,Overhead,Small
7038,Glass,Indoor,5.7,6.7,Sliding,Simple Latch,Residential,Low,Hot,No,None,None
7039,Composite,Indoor,9.9,8.1,Swinging,Simple Latch,Industrial,Medium,Cold,Yes,Underground,Medium
7040,Wood,Indoor,7.9,19.4,Swinging,Reinforced,Commercial,Medium,Humid,No,Overhead,None
7041,Wood,Indoor,7.5,7.9,Sliding,Reinforced,Residential,Low,All,No,None,Small
7042,Glass,Outdoor,7.6,6.6,Swinging,Advanced Lock,Industrial,Medium,Cold,No,Underground,Small
7043,Composite,Outdoor,6.1,12.1,Folding,Advanced Lock,Commercial,Medium,Cold,No,None,Small
7044,Wood,Indoor,8.6,14.4,Swinging,Reinforced,Industrial,Low,Humid,No,Underground,Large
7045,Wood,Indoor,5.4,15.3,Sliding,Standard Lock,Industrial,Medium,Cold,No,Underground,None
7046,Composite,Indoor,7.9,15.8,Folding,Reinforced,Commercial,Low,Cold,Yes,Underground,Large
7047,Wood,Outdoor,7.9,3.6,Folding,Advanced Lock,Residential,High,Humid,Yes,None,Large
7048,Composite,Indoor,9.6,9.7,Sliding,Simple Latch,Residential,High,Cold,No,Underground,Large
7049,Composite,Outdoor,7.6,16.2,Automatic,Reinforced,Industrial,Medium,All,Yes,None,None
7050,Glass,Outdoor,5.7,18.4,Swinging,Reinforced,Residential,High,Hot,Yes,Underground,Medium
7051,Metal,Outdoor,7.9,13.2,Swinging,Standard Lock,Commercial,Medium,Cold,No,None,Small
7052,Composite,Outdoor,5.5,3.9,Automatic,Simple Latch,Commercial,Low,Cold,Yes,Overhead,Large
7053,Glass,Indoor,6.0,9.7,Folding,Standard Lock,Industrial,Low,Hot,Yes,Underground,None
7054,Metal,Indoor,5.2,4.3,Automatic,Simple Latch,Industrial,Low,Cold,No,None,None
7055,Wood,Outdoor,7.6,15.7,Sliding,Standard Lock,Commercial,High,Humid,Yes,None,Small
7056,Metal,Indoor,5.4,4.1,Automatic,Simple Latch,Commercial,Low,All,Yes,None,Large
7057,Composite,Indoor,7.3,6.2,Folding,Reinforced,Industrial,Low,Humid,Yes,Underground,Medium
7058,Composite,Indoor,9.7,10.1,Sliding,Reinforced,Industrial,Medium,Hot,Yes,Overhead,Small
7059,Composite,Outdoor,8.6,10.9,Sliding,Reinforced,Commercial,Medium,Humid,Yes,Underground,Medium
7060,Composite,Indoor,5.4,9.9,Sliding,Advanced Lock,Industrial,Medium,All,No,Underground,Large
7061,Composite,Indoor,6.1,10.9,Swinging,Simple Latch,Residential,Medium,Cold,Yes,Overhead,Small
7062,Glass,Indoor,8.4,15.1,Swinging,Simple Latch,Commercial,Low,Humid,No,Overhead,Large
7063,Composite,Indoor,9.5,9.3,Sliding,Standard Lock,Commercial,Medium,Cold,No,Overhead,Large
7064,Glass,Indoor,5.2,12.3,Automatic,Advanced Lock,Industrial,High,Cold,No,Underground,None
7065,Wood,Indoor,9.1,8.2,Swinging,Standard Lock,Industrial,High,All,Yes,Overhead,Medium
7066,Composite,Indoor,7.8,9.0,Folding,Advanced Lock,Commercial,High,All,No,Overhead,Medium
7067,Composite,Indoor,7.7,13.4,Swinging,Standard Lock,Industrial,Medium,Cold,Yes,Overhead,Small
7068,Metal,Indoor,9.8,11.3,Automatic,Advanced Lock,Residential,Low,All,No,Underground,Large
7069,Wood,Indoor,8.7,15.3,Swinging,Standard Lock,Industrial,Medium,Cold,Yes,Overhead,Small
7070,Composite,Outdoor,9.3,12.5,Automatic,Standard Lock,Commercial,High,Cold,Yes,Underground,Small
7071,Composite,Indoor,6.8,16.7,Automatic,Advanced Lock,Industrial,Medium,Humid,No,Overhead,Large
7072,Wood,Outdoor,7.8,10.5,Swinging,Simple Latch,Commercial,High,Cold,Yes,Overhead,Medium
7073,Glass,Indoor,8.1,11.3,Automatic,Standard Lock,Residential,Low,Hot,No,None,Small
7074,Composite,Outdoor,6.6,14.4,Automatic,Advanced Lock,Commercial,Low,All,No,None,Small
7075,Metal,Outdoor,7.9,6.8,Folding,Advanced Lock,Residential,Low,Hot,No,Underground,Small
7076,Composite,Indoor,6.2,9.6,Sliding,Simple Latch,Residential,Low,Hot,No,None,Large
7077,Metal,Outdoor,5.7,13.6,Sliding,Simple Latch,Residential,Low,Humid,No,None,Small
7078,Metal,Outdoor,6.9,3.5,Swinging,Simple Latch,Residential,Medium,Hot,No,None,Medium
7079,Composite,Outdoor,8.7,10.4,Automatic,Simple Latch,Residential,Low,All,No,Underground,None
7080,Composite,Indoor,9.6,13.2,Swinging,Standard Lock,Industrial,Medium,Cold,Yes,Overhead,Medium
7081,Metal,Outdoor,7.3,19.4,Swinging,Standard Lock,Residential,High,All,No,Underground,Large
7082,Wood,Outdoor,8.2,17.9,Sliding,Reinforced,Industrial,High,Humid,No,None,None
7083,Wood,Indoor,5.5,7.8,Automatic,Standard Lock,Industrial,Low,Humid,No,Underground,Large
7084,Composite,Outdoor,9.5,11.6,Swinging,Reinforced,Industrial,Medium,Cold,No,Underground,Large
7085,Glass,Outdoor,7.8,4.0,Swinging,Reinforced,Commercial,Low,Hot,No,Underground,None
7086,Wood,Outdoor,8.9,7.1,Sliding,Standard Lock,Commercial,High,Cold,Yes,Overhead,Large
7087,Composite,Indoor,9.0,16.2,Sliding,Reinforced,Residential,Medium,Hot,No,Overhead,Medium
7088,Wood,Outdoor,6.3,5.1,Sliding,Simple Latch,Industrial,High,Hot,Yes,None,None
7089,Glass,Indoor,7.6,7.4,Swinging,Reinforced,Commercial,Medium,Hot,No,Overhead,Large
7090,Composite,Outdoor,9.8,19.0,Automatic,Standard Lock,Industrial,High,Hot,No,None,Small
7091,Glass,Outdoor,5.4,17.0,Sliding,Advanced Lock,Commercial,Low,Hot,Yes,Overhead,Medium
7092,Composite,Outdoor,8.4,16.3,Sliding,Standard Lock,Industrial,Low,Cold,Yes,None,None
7093,Glass,Outdoor,9.8,17.7,Automatic,Advanced Lock,Commercial,Low,Humid,No,Underground,None
7094,Wood,Indoor,6.5,15.7,Swinging,Advanced Lock,Residential,High,Humid,No,None,Large
7095,Wood,Outdoor,9.3,5.0,Swinging,Reinforced,Residential,High,Humid,Yes,Overhead,None
7096,Glass,Indoor,9.7,11.8,Automatic,Reinforced,Residential,High,Cold,No,None,None
7097,Glass,Outdoor,8.7,10.6,Sliding,Advanced Lock,Industrial,Low,All,Yes,Overhead,Large
7098,Glass,Indoor,6.2,8.3,Folding,Reinforced,Residential,High,Cold,No,Underground,Small
7099,Composite,Outdoor,6.7,17.2,Automatic,Simple Latch,Residential,High,Humid,Yes,Underground,Medium
7100,Wood,Outdoor,5.2,10.9,Folding,Standard Lock,Commercial,Low,All,No,Overhead,Medium
7101,Composite,Indoor,9.2,4.0,Swinging,Reinforced,Commercial,High,Hot,No,None,None
7102,Wood,Indoor,9.2,7.7,Swinging,Advanced Lock,Commercial,Medium,Humid,Yes,Underground,None
7103,Metal,Indoor,8.2,6.9,Folding,Advanced Lock,Residential,High,Humid,Yes,None,None
7104,Composite,Indoor,6.8,18.1,Sliding,Standard Lock,Commercial,Low,Hot,No,Underground,Small
7105,Wood,Outdoor,5.4,14.0,Folding,Reinforced,Commercial,Medium,All,Yes,Underground,Small
7106,Wood,Indoor,8.8,12.5,Sliding,Reinforced,Residential,Low,Hot,No,None,Large
7107,Composite,Indoor,8.6,11.6,Automatic,Advanced Lock,Commercial,Low,Hot,Yes,Overhead,Small
7108,Composite,Indoor,9.6,14.1,Swinging,Standard Lock,Industrial,Low,Cold,Yes,Overhead,Small
7109,Wood,Outdoor,8.7,15.8,Swinging,Advanced Lock,Commercial,Medium,Hot,No,Overhead,Small
7110,Composite,Outdoor,9.1,12.4,Folding,Standard Lock,Industrial,Medium,Humid,Yes,Overhead,Medium
7111,Glass,Outdoor,8.7,19.0,Automatic,Reinforced,Commercial,Low,Humid,No,None,None
7112,Composite,Outdoor,8.2,19.6,Folding,Reinforced,Commercial,High,Humid,No,None,Medium
7113,Composite,Indoor,7.1,19.9,Folding,Standard Lock,Industrial,Medium,All,Yes,Underground,Small
7114,Composite,Outdoor,9.5,14.4,Folding,Advanced Lock,Residential,Low,Humid,No,Underground,None
7115,Wood,Indoor,8.3,18.9,Sliding,Advanced Lock,Industrial,High,Hot,Yes,Underground,Small
7116,Glass,Outdoor,7.0,9.9,Swinging,Advanced Lock,Residential,Low,Cold,No,None,None
7117,Metal,Indoor,5.4,17.6,Swinging,Standard Lock,Commercial,Medium,Humid,Yes,Underground,Medium
7118,Metal,Indoor,6.5,18.5,Folding,Standard Lock,Residential,Medium,All,Yes,None,Small
7119,Glass,Indoor,7.7,18.4,Sliding,Advanced Lock,Residential,High,Hot,Yes,None,Small
7120,Glass,Indoor,6.4,17.1,Swinging,Advanced Lock,Industrial,Medium,Hot,No,None,Medium
7121,Glass,Indoor,6.1,9.9,Sliding,Standard Lock,Residential,Low,All,Yes,Underground,Small
7122,Wood,Outdoor,7.6,5.7,Automatic,Standard Lock,Residential,Low,Cold,Yes,Overhead,None
7123,Metal,Indoor,5.8,8.7,Sliding,Advanced Lock,Industrial,High,All,No,None,Small
7124,Glass,Indoor,9.0,16.0,Sliding,Advanced Lock,Residential,High,Cold,Yes,Underground,Medium
7125,Wood,Indoor,7.4,7.0,Automatic,Reinforced,Residential,High,All,No,Underground,Large
7126,Metal,Indoor,7.9,11.1,Swinging,Simple Latch,Industrial,High,Hot,Yes,Overhead,Small
7127,Composite,Outdoor,5.7,12.6,Swinging,Standard Lock,Industrial,Low,Humid,No,None,Small
7128,Wood,Outdoor,6.6,13.3,Sliding,Simple Latch,Industrial,Low,Humid,Yes,None,Small
7129,Metal,Indoor,7.1,18.9,Sliding,Standard Lock,Residential,Low,Cold,No,Underground,Large
7130,Wood,Indoor,9.0,14.2,Automatic,Reinforced,Commercial,Low,Hot,Yes,None,None
7131,Metal,Indoor,8.9,16.4,Automatic,Standard Lock,Industrial,High,Humid,Yes,Overhead,Medium
7132,Metal,Indoor,6.1,12.9,Swinging,Standard Lock,Industrial,Medium,All,Yes,None,None
7133,Composite,Outdoor,8.1,17.2,Swinging,Simple Latch,Residential,Low,Hot,Yes,Underground,None
7134,Wood,Outdoor,6.2,7.5,Automatic,Reinforced,Commercial,Medium,Hot,Yes,None,Medium
7135,Glass,Indoor,9.9,6.6,Sliding,Reinforced,Commercial,High,Humid,No,None,Medium
7136,Composite,Indoor,9.8,18.7,Automatic,Reinforced,Residential,High,All,No,None,None
7137,Composite,Indoor,7.8,14.8,Swinging,Reinforced,Industrial,Medium,All,No,None,Medium
7138,Metal,Indoor,8.5,14.4,Sliding,Standard Lock,Residential,High,Humid,Yes,Underground,Small
7139,Glass,Indoor,9.0,10.9,Folding,Simple Latch,Commercial,Medium,All,No,Underground,None
7140,Wood,Outdoor,8.6,9.4,Folding,Reinforced,Industrial,Low,Humid,No,None,None
7141,Glass,Outdoor,8.5,12.4,Automatic,Advanced Lock,Commercial,High,Cold,No,Underground,Large
7142,Glass,Indoor,9.8,5.0,Swinging,Reinforced,Commercial,High,Cold,Yes,Underground,Large
7143,Glass,Outdoor,8.0,10.7,Sliding,Simple Latch,Commercial,Medium,Hot,No,Underground,None
7144,Glass,Outdoor,8.2,10.7,Folding,Simple Latch,Commercial,Medium,Humid,No,None,Medium
7145,Glass,Outdoor,9.2,12.2,Sliding,Simple Latch,Industrial,Medium,All,No,None,Medium
7146,Metal,Indoor,8.3,13.8,Sliding,Simple Latch,Industrial,Medium,All,Yes,None,Small
7147,Metal,Outdoor,8.7,19.3,Sliding,Advanced Lock,Industrial,Medium,Humid,Yes,None,None
7148,Composite,Outdoor,6.2,14.1,Sliding,Reinforced,Residential,High,Hot,No,Overhead,None
7149,Metal,Indoor,6.9,18.0,Automatic,Standard Lock,Industrial,Medium,Humid,No,None,Medium
7150,Composite,Outdoor,5.7,12.5,Sliding,Standard Lock,Commercial,Low,All,No,None,None
7151,Composite,Indoor,7.5,13.7,Folding,Advanced Lock,Commercial,Medium,Humid,Yes,None,Medium
7152,Wood,Outdoor,7.3,4.2,Folding,Reinforced,Industrial,High,All,Yes,Overhead,None
7153,Glass,Indoor,10.0,5.3,Automatic,Reinforced,Industrial,Low,All,Yes,None,Medium
7154,Metal,Indoor,8.1,12.9,Folding,Standard Lock,Residential,High,Humid,No,Overhead,Medium
7155,Wood,Outdoor,8.9,9.7,Sliding,Advanced Lock,Industrial,Medium,Cold,Yes,Overhead,Large
7156,Metal,Outdoor,6.7,16.6,Folding,Standard Lock,Residential,High,All,Yes,None,Medium
7157,Composite,Indoor,9.2,12.2,Swinging,Advanced Lock,Industrial,High,All,Yes,None,Medium
7158,Metal,Indoor,8.1,18.0,Sliding,Simple Latch,Residential,Medium,Hot,No,Overhead,Small
7159,Glass,Outdoor,8.5,19.5,Automatic,Reinforced,Industrial,High,All,Yes,Underground,Medium
7160,Composite,Outdoor,6.5,5.5,Swinging,Reinforced,Industrial,High,Humid,No,Overhead,Medium
7161,Composite,Outdoor,7.7,9.7,Folding,Reinforced,Industrial,High,Cold,No,Overhead,Small
7162,Wood,Outdoor,8.2,14.3,Swinging,Reinforced,Residential,Low,All,Yes,None,None
7163,Glass,Indoor,7.9,8.2,Folding,Reinforced,Commercial,High,Cold,Yes,None,Small
7164,Composite,Indoor,9.6,7.5,Folding,Reinforced,Residential,Medium,Hot,No,Underground,Medium
7165,Glass,Indoor,9.5,16.8,Folding,Simple Latch,Industrial,Medium,Humid,No,Overhead,None
7166,Metal,Outdoor,9.9,19.7,Automatic,Reinforced,Commercial,High,All,Yes,Overhead,None
7167,Glass,Outdoor,8.3,16.2,Swinging,Simple Latch,Residential,Medium,Cold,Yes,Underground,Small
7168,Composite,Indoor,9.9,11.9,Automatic,Reinforced,Residential,Low,All,No,Underground,Small
7169,Wood,Indoor,9.2,10.5,Folding,Reinforced,Commercial,Medium,Cold,Yes,Overhead,Medium
7170,Composite,Indoor,6.4,12.2,Sliding,Advanced Lock,Industrial,Medium,Hot,No,Overhead,Large
7171,Glass,Indoor,7.1,10.9,Sliding,Reinforced,Commercial,High,Cold,No,Underground,None
7172,Glass,Indoor,6.2,11.5,Automatic,Standard Lock,Industrial,Low,All,No,None,Small
7173,Composite,Indoor,5.0,6.5,Sliding,Advanced Lock,Commercial,Low,Humid,Yes,Overhead,Medium
7174,Glass,Outdoor,5.9,18.4,Swinging,Advanced Lock,Residential,Medium,Cold,Yes,Overhead,Small
7175,Metal,Indoor,5.0,15.8,Sliding,Advanced Lock,Residential,Medium,Cold,No,Overhead,Large
7176,Composite,Indoor,8.6,14.6,Sliding,Standard Lock,Residential,High,Humid,No,Overhead,Large
7177,Wood,Indoor,7.1,19.1,Folding,Simple Latch,Industrial,High,All,Yes,Underground,Medium
7178,Composite,Indoor,6.6,7.8,Swinging,Advanced Lock,Industrial,Low,Cold,No,Underground,Large
7179,Metal,Indoor,8.8,4.4,Swinging,Advanced Lock,Commercial,High,Hot,No,Underground,None
7180,Metal,Indoor,9.2,17.0,Sliding,Advanced Lock,Industrial,Low,All,No,Underground,Medium
7181,Metal,Indoor,9.9,20.0,Folding,Reinforced,Industrial,Low,Cold,No,Underground,Medium
7182,Metal,Outdoor,8.2,12.8,Sliding,Simple Latch,Commercial,Medium,Hot,Yes,None,None
7183,Metal,Indoor,7.3,4.0,Sliding,Standard Lock,Industrial,Low,Hot,No,None,Small
7184,Wood,Outdoor,6.5,16.3,Automatic,Standard Lock,Commercial,Low,Humid,Yes,None,Medium
7185,Glass,Outdoor,6.1,4.3,Folding,Simple Latch,Industrial,Low,All,Yes,None,Small
7186,Metal,Outdoor,6.1,12.2,Automatic,Simple Latch,Industrial,Low,Hot,No,Underground,None
7187,Metal,Indoor,7.0,7.7,Sliding,Simple Latch,Residential,Medium,Cold,No,Underground,None
7188,Composite,Indoor,10.0,18.6,Sliding,Reinforced,Industrial,High,All,Yes,None,Small
7189,Wood,Indoor,5.0,10.7,Folding,Advanced Lock,Commercial,High,Humid,Yes,Underground,Small
7190,Wood,Indoor,6.0,18.3,Swinging,Reinforced,Commercial,Low,Hot,No,Underground,Small
7191,Glass,Indoor,5.9,8.1,Sliding,Simple Latch,Residential,High,Hot,No,Overhead,Medium
7192,Wood,Indoor,8.6,9.6,Sliding,Reinforced,Commercial,High,Hot,No,Overhead,Large
7193,Composite,Indoor,6.8,19.1,Automatic,Standard Lock,Residential,Low,Cold,No,None,Medium
7194,Composite,Indoor,7.3,6.4,Automatic,Reinforced,Industrial,Low,All,Yes,Underground,Large
